topic,sentence_en,sentence_ro,annotation,set
minimum wage,"According to the inflation calculator from the Bureau of Labor Statistics , it would take a minimum wage of $ 7.93 in 2015 dollars just to match the purchasing power of what $ 7.25 could provide in 2009 .","Potrivit calculatorului de inflație de la Biroul de Statistică a Muncii , ar fi nevoie de un salariu minim de 7,93 dolari în dolari din 2015 doar pentru a egala puterea de cumpărare a ceea ce ar putea oferi 7,25 dolari în 2009 .",Argument_for,train
minimum wage,The last time the minimum wage was federally increased in the United States was 2009 .,Ultima dată când salariul minim a fost majorat la nivel federal în Statele Unite a fost în 2009 .,Argument_for,train
minimum wage,Many of the anti-raise arguments are challenged in this DOL fact sheet ; and the fact that small and large businesses alike are already deciding to raise their minimum wages on their own accord makes it seem as if the “ pro ” of the debate is winning .,Multe dintre argumentele anti-raise sunt contestate în această fișă informativă DOL; și faptul că întreprinderile mici și mari deopotrivă decid deja să-și majoreze salariul minim pe cont propriu face să pară că „pro” dezbaterii este câștigătoare.,Argument_for,train
minimum wage,The owner said she 's prospered since Seattle started gradually raising the minimum wage to eventually reach $ 15 an hour .,Proprietarul a spus că a prosperat de când Seattle a început să crească treptat salariul minim pentru a ajunge în cele din urmă la 15 dolari pe oră.,Argument_for,train
minimum wage,"By raising the reward for working , this tax credit also tends to increase the supply of labor .","Prin ridicarea recompensei pentru muncă, acest credit fiscal tinde, de asemenea, să crească oferta de muncă.",Argument_for,train
minimum wage,"This means that workers are less likely to look for a new job , make pay demands , or quit outright .","Aceasta înseamnă că lucrătorii sunt mai puțin probabil să își caute un nou loc de muncă, să facă cereri de plată sau să renunțe definitiv.",Argument_for,train
minimum wage,Consumer economies tend to benefit from minimum wages almost immediately trough increased business activity .,Economiile de consum tind să beneficieze de salariile minime aproape imediat prin creșterea activității de afaceri.,Argument_for,train
minimum wage,"Based on data from the employers ' responses , the authors concluded that the increase in the minimum wage slightly increased employment in the New Jersey restaurants .","Pe baza datelor din răspunsurile angajatorilor, autorii au concluzionat că creșterea salariului minim a crescut ușor ocuparea forței de muncă în restaurantele din New Jersey.",Argument_for,train
minimum wage,"In fact , it 's still well below the median household income of $ 51,000 .","De fapt, este încă mult sub venitul mediu al gospodăriei de 51.000 USD.",Argument_for,train
minimum wage,"Naturally , the more money workers earn through wages , the more they have to spend as consumers .","Desigur, cu cât lucrătorii câștigă mai mulți bani prin salarii, cu atât trebuie să cheltuiască mai mult ca consumatori.",Argument_for,train
minimum wage,One study showed that fifty-two per cent of fast-food workers are on some form of public assistance .,Un studiu a arătat că cincizeci și doi la sută dintre lucrătorii de la fast-food beneficiază de o formă de asistență publică.,Argument_for,train
minimum wage,"Graham White argues , partially on the basis of Sraffianism , that the policy of increased labor market flexibility , including the reduction of minimum wages , does not have an "" intellectually coherent "" argument in economic theory .","Graham White susține, parțial pe baza srafianismului, că politica de flexibilitate sporită a pieței muncii, inclusiv reducerea salariilor minime, nu are un argument „coerent intelectual” în teoria economică.",Argument_for,train
minimum wage,An amendment to the Statute of Labourers in 1389 effectively fixed wages to the price of food .,Un amendament la Statutul Muncitorilor din 1389 a fixat efectiv salariile la prețul alimentelor.,Argument_for,train
minimum wage,A higher wage floor seems like a simple and sensible way to improve workers ' fortunes .,Un nivel de salariu mai mare pare o modalitate simplă și sensibilă de a îmbunătăți averea lucrătorilor.,Argument_for,train
minimum wage,"They analyzed employment trends for several categories of low-wage workers from 1990 to 2006 and found that increases in minimum wages had no negative effects on low-wage employment and successfully increased the income of workers in food services and retail employment , as well as the narrower category of workers in restaurants .","Ei au analizat tendințele de angajare pentru mai multe categorii de lucrători cu salarii mici din 1990 până în 2006 și au constatat că creșterile salariilor minime nu au avut efecte negative asupra angajării cu salarii mici și au crescut cu succes veniturile lucrătorilor din sectorul alimentar și din comerțul cu amănuntul, precum și categoria mai restrânsă a lucrătorilor din restaurante.",Argument_for,train
minimum wage,"Consumer spending uptick : Lastly , extra pay in the pockets of some 16.5 million workers could trickle down to retailers and provide a boost to the economy .","Creșterea cheltuielilor consumatorilor: În sfârșit, plata suplimentară în buzunarele a aproximativ 16,5 milioane de lucrători ar putea ajunge la comercianții cu amănuntul și ar putea oferi un impuls economiei.",Argument_for,train
minimum wage,"Minimum wage increases put more money into the economy since low-income workers are more likely to spend their higher wages than are their higher paid counterparts , who are more likely to save them .","Creșterile salariului minim pun mai mulți bani în economie, deoarece lucrătorii cu venituri mici sunt mai probabil să-și cheltuiască salariile mai mari decât omologii lor mai bine plătiți, care au șanse mai mari să-i economisească.",Argument_for,train
minimum wage,Milton Friedman called them a form of discrimination against low-skilled workers .,Milton Friedman le-a numit o formă de discriminare împotriva lucrătorilor slab calificați.,Argument_for,train
minimum wage,"According to the Economic Policy Institute , the average age of workers who would benefit from a higher minimum wage today is thirty-five .","Potrivit Institutului de Politică Economică, vârsta medie a lucrătorilor care ar beneficia astăzi de un salariu minim mai mare este de treizeci și cinci de ani.",Argument_for,train
minimum wage,"The fact that one can not live comfortably on minimum wage is a symptom of inflation , not lack of education .","Faptul că nu se poate trăi confortabil cu salariul minim este un simptom al inflaţiei, nu al lipsei de educaţie.",Argument_for,train
minimum wage,Minimum wage has not kept up with the cost of living averages ( COLA ) .,Salariul minim nu a ținut pasul cu costul mediu al vieții (COLA).,Argument_for,train
